order_id,order_placement_date,customer_id,product_id,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full
FJUN61321403,17-05-2025,789321,25891203,141,01-06-2025,01-06-2025,141,1,1,1
FMY530321203,17-05-2025,789321,25891203,220,30-05-2025,31-05-2025,220,1,0,0
FMY531321603,17-05-2025,789321,25891302,97,31-05-2025,31-05-2025,97,1,1,1
FJUN61603301,17-05-2025,789603,25891203,109,01-06-2025,02-06-2025,109,1,1,1
FMY531603302,17-05-2025,789603,25891302,85,01-06-2025,01-06-2025,85,1,1,1
FJUN61102203,17-05-2025,789102,25891203,109,31-05-2025,31-05-2025,109,1,1,1
FJUN61103501,17-05-2025,789103,25891203,336,01-06-2025,01-06-2025,336,1,1,1
FJUN61121203,17-05-2025,789121,25891203,287,01-06-2025,01-06-2025,287,1,1,1
FMY531703601,17-05-2025,789703,25891203,181,30-05-2025,30-05-2025,181,1,1,1
FJUN61202602,17-05-2025,789202,25891203,439,31-05-2025,31-05-2025,395,0,1,0
FMY531202303,17-05-2025,789202,25891302,80,01-06-2025,01-06-2025,80,1,1,1
FMY531521301,17-05-2025,789521,25891203,477,31-05-2025,31-05-2025,477,1,0,0
FJUN61521203,17-05-2025,789521,25891203,424,31-05-2025,03-06-2025,403,0,0,0
FJUN61721502,17-05-2025,789721,25891203,122,01-06-2025,01-06-2025,122,1,1,1
FMY531221203,17-05-2025,789221,25891203,159,31-05-2025,02-06-2025,159,1,1,1
FMY531303301,17-05-2025,789303,25891203,384,31-05-2025,31-05-2025,384,1,1,1
FMY531303302,17-05-2025,789303,25891302,61,01-06-2025,01-06-2025,55,0,0,0
FJUN61303503,17-05-2025,789303,25891302,43,31-05-2025,31-05-2025,43,1,1,1
FMY531522203,17-05-2025,789522,25891203,500,31-05-2025,02-06-2025,500,1,0,0
FJUN61522502,17-05-2025,789522,25891203,379,01-06-2025,03-06-2025,379,1,0,0
FJUN61403203,17-05-2025,789403,25891203,378,01-06-2025,01-06-2025,378,1,0,0
FMY530503602,17-05-2025,789503,25891203,152,31-05-2025,30-05-2025,152,1,1,1
FJUN61902203,17-05-2025,789902,25891203,171,30-05-2025,29-05-2025,162,0,1,0
FJUN61622302,17-05-2025,789622,25891302,86,31-05-2025,02-06-2025,86,1,1,1
FMY531621403,17-05-2025,789621,25891302,78,31-05-2025,31-05-2025,78,1,1,1
FMY531203302,17-05-2025,789203,25891302,22,31-05-2025,31-05-2025,22,1,0,0
FJUN61522601,17-05-2025,789522,25891302,46,31-05-2025,01-06-2025,46,1,0,0
FMY531121303,17-05-2025,789121,25891302,45,01-06-2025,01-06-2025,45,1,0,0
FMY530903402,17-05-2025,789903,25891302,82,31-05-2025,03-06-2025,74,0,1,0
FMY531721502,17-05-2025,789721,25891301,89,01-06-2025,03-06-2025,85,0,1,0
FMY530703602,17-05-2025,789703,25891301,78,01-06-2025,04-06-2025,78,1,1,1
FMY531102503,17-05-2025,789102,25891301,38,30-05-2025,30-05-2025,36,0,1,0
FJUN61621602,17-05-2025,789621,25891602,75,30-05-2025,30-05-2025,67,0,1,0
FMY530703602,17-05-2025,789703,25891102,302,01-06-2025,01-06-2025,302,1,1,1
FMY530702401,17-05-2025,789702,25891102,355,01-06-2025,01-06-2025,319,0,1,0
FJUN61621602,17-05-2025,789621,25891102,448,31-05-2025,31-05-2025,448,1,1,1
FMY530603102,17-05-2025,789603,25891102,437,31-05-2025,03-06-2025,437,1,1,1
FMY530203102,17-05-2025,789203,25891102,480,31-05-2025,31-05-2025,432,0,0,0
FMY530102502,17-05-2025,789102,25891502,230,01-06-2025,02-06-2025,230,1,1,1
FMY531102503,17-05-2025,789102,25891502,193,31-05-2025,01-06-2025,183,0,1,0
FMY531122502,17-05-2025,789122,25891502,233,30-05-2025,30-05-2025,233,1,0,0
FJUN61203502,17-05-2025,789203,25891502,222,31-05-2025,31-05-2025,222,1,1,1
FMY530903502,17-05-2025,789903,25891502,161,30-05-2025,30-05-2025,129,0,0,0
FMY531903502,17-05-2025,789903,25891502,198,30-05-2025,30-05-2025,198,1,1,1
FJUN61903502,17-05-2025,789903,25891502,204,31-05-2025,31-05-2025,163,0,1,0
FMY530603503,17-05-2025,789603,25891502,108,31-05-2025,31-05-2025,86,0,1,0
FMY530902502,17-05-2025,789902,25891502,185,30-05-2025,29-05-2025,185,1,0,0
FMY530503602,17-05-2025,789503,25891502,203,01-06-2025,01-06-2025,203,1,1,1
FMY530703602,17-05-2025,789703,25891502,242,31-05-2025,03-06-2025,242,1,1,1
FMY530721502,17-05-2025,789721,25891502,153,30-05-2025,30-05-2025,153,1,1,1
FMY531721502,17-05-2025,789721,25891502,214,30-05-2025,30-05-2025,171,0,1,0
FJUN61721502,17-05-2025,789721,25891502,184,30-05-2025,30-05-2025,175,0,1,0
FMY531403603,17-05-2025,789403,25891502,179,31-05-2025,30-05-2025,179,1,1,1
FMY530221502,17-05-2025,789221,25891502,207,31-05-2025,31-05-2025,207,1,1,1
FJUN61221502,17-05-2025,789221,25891502,249,01-06-2025,01-06-2025,249,1,1,1
FMY531421502,17-05-2025,789421,25891502,201,01-06-2025,01-06-2025,181,0,1,0
FJUN61522502,17-05-2025,789522,25891502,189,30-05-2025,29-05-2025,189,1,0,0
FMY531621403,17-05-2025,789621,25891403,455,30-05-2025,01-06-2025,455,1,1,1
FJUN61321403,17-05-2025,789321,25891403,474,30-05-2025,30-05-2025,474,1,1,1
FMY531902403,17-05-2025,789902,25891403,495,31-05-2025,31-05-2025,445,0,1,0
FJUN61221502,17-05-2025,789221,25891403,418,31-05-2025,01-06-2025,397,0,1,0
FMY530521403,17-05-2025,789521,25891403,425,30-05-2025,30-05-2025,425,1,0,0
FMY530522403,17-05-2025,789522,25891403,358,01-06-2025,01-06-2025,358,1,1,1
FMY530622603,17-05-2025,789622,25891403,271,01-06-2025,02-06-2025,271,1,1,1
FMY530622603,17-05-2025,789622,25891503,213,01-06-2025,01-06-2025,213,1,1,1
FMY530121602,17-05-2025,789121,25891503,241,30-05-2025,31-05-2025,229,0,0,0
FMY531403603,17-05-2025,789403,25891503,179,31-05-2025,30-05-2025,170,0,1,0
FMY531503503,17-05-2025,789503,25891503,120,01-06-2025,31-05-2025,108,0,1,0
FMY531521503,17-05-2025,789521,25891503,122,30-05-2025,30-05-2025,122,1,0,0
FMY531221503,17-05-2025,789221,25891503,165,30-05-2025,31-05-2025,165,1,1,1
FMY531703601,17-05-2025,789703,25891503,236,30-05-2025,30-05-2025,236,1,1,1
FMY530603503,17-05-2025,789603,25891503,187,30-05-2025,30-05-2025,187,1,1,1
FMY531102503,17-05-2025,789102,25891503,240,30-05-2025,30-05-2025,240,1,1,1
FJUN61721503,17-05-2025,789721,25891503,111,31-05-2025,31-05-2025,111,1,0,0
FJUN61303503,17-05-2025,789303,25891503,127,30-05-2025,30-05-2025,127,1,1,1
FMY531903303,17-05-2025,789903,25891103,468,31-05-2025,31-05-2025,468,1,1,1
FJUN61703103,17-05-2025,789703,25891103,413,01-06-2025,01-06-2025,413,1,1,1
FJUN61521103,17-05-2025,789521,25891103,323,31-05-2025,31-05-2025,258,0,1,0
FMY531221503,17-05-2025,789221,25891103,492,30-05-2025,30-05-2025,492,1,1,1
FMY531103103,17-05-2025,789103,25891103,451,01-06-2025,01-06-2025,451,1,1,1
FMY530102502,17-05-2025,789102,25891103,386,31-05-2025,31-05-2025,347,0,1,0
FMY531202303,17-05-2025,789202,25891103,308,01-06-2025,03-06-2025,308,1,1,1
FJUN61202103,17-05-2025,789202,25891103,479,31-05-2025,31-05-2025,431,0,0,0
FMY531422103,17-05-2025,789422,25891103,368,01-06-2025,01-06-2025,368,1,1,1
FJUN61422103,17-05-2025,789422,25891103,324,01-06-2025,01-06-2025,324,1,0,0
FMY531703601,17-05-2025,789703,25891601,162,31-05-2025,31-05-2025,154,0,1,0
FJUN61522601,17-05-2025,789522,25891601,90,01-06-2025,01-06-2025,90,1,0,0
FJUN61702601,17-05-2025,789702,25891601,97,31-05-2025,03-06-2025,87,0,0,0
FMY530121601,17-05-2025,789121,25891601,114,01-06-2025,01-06-2025,114,1,1,1
FJUN61103501,17-05-2025,789103,25891402,320,30-05-2025,01-06-2025,288,0,1,0
FMY530303402,17-05-2025,789303,25891402,428,30-05-2025,29-05-2025,428,1,1,1
FJUN61603402,17-05-2025,789603,25891402,431,30-05-2025,30-05-2025,409,0,0,0
FMY531703601,17-05-2025,789703,25891402,297,30-05-2025,30-05-2025,267,0,1,0
FMY531503503,17-05-2025,789503,25891402,267,30-05-2025,01-06-2025,267,1,1,1
FMY530422402,17-05-2025,789422,25891402,308,31-05-2025,31-05-2025,308,1,1,1
FMY530902603,17-05-2025,789902,25891402,337,31-05-2025,31-05-2025,337,1,1,1
FMY530403402,17-05-2025,789403,25891402,500,31-05-2025,03-06-2025,500,1,1,1
FMY531521402,17-05-2025,789521,25891402,486,31-05-2025,31-05-2025,486,1,1,1
FMY530903402,17-05-2025,789903,25891402,303,30-05-2025,30-05-2025,242,0,1,0
FJUN61122402,17-05-2025,789122,25891402,245,31-05-2025,31-05-2025,196,0,0,0
FMY530622603,17-05-2025,789622,25891402,416,30-05-2025,30-05-2025,333,0,1,0
FMY531702402,17-05-2025,789702,25891402,206,31-05-2025,31-05-2025,196,0,1,0
FJUN61702402,17-05-2025,789702,25891402,300,01-06-2025,01-06-2025,285,0,1,0
FJUN61603301,17-05-2025,789603,25891201,480,31-05-2025,31-05-2025,432,0,1,0
FJUN61402401,17-05-2025,789402,25891201,128,01-06-2025,02-06-2025,128,1,1,1
FJUN61422301,17-05-2025,789422,25891201,493,31-05-2025,01-06-2025,493,1,0,0
FMY530503602,17-05-2025,789503,25891201,183,30-05-2025,30-05-2025,183,1,1,1
FMY530703602,17-05-2025,789703,25891201,144,01-06-2025,01-06-2025,144,1,1,1
FJUN61702402,17-05-2025,789702,25891201,403,31-05-2025,31-05-2025,403,1,1,1
FMY530203201,17-05-2025,789203,25891201,436,01-06-2025,01-06-2025,436,1,0,0
FJUN61522201,17-05-2025,789522,25891201,252,01-06-2025,31-05-2025,202,0,0,0
FMY530422501,17-05-2025,789422,25891501,125,31-05-2025,31-05-2025,125,1,0,0
FMY531503503,17-05-2025,789503,25891501,140,01-06-2025,01-06-2025,133,0,1,0
FMY530203501,17-05-2025,789203,25891501,247,01-06-2025,01-06-2025,247,1,1,1
FJUN61403501,17-05-2025,789403,25891501,138,01-06-2025,01-06-2025,138,1,0,0
FJUN61121501,17-05-2025,789121,25891501,121,31-05-2025,31-05-2025,121,1,0,0
FJUN61122501,17-05-2025,789122,25891501,185,30-05-2025,30-05-2025,176,0,1,0
FJUN61103501,17-05-2025,789103,25891501,149,31-05-2025,31-05-2025,142,0,1,0
FJUN61303503,17-05-2025,789303,25891501,210,01-06-2025,03-06-2025,210,1,1,1
FJUN61421501,17-05-2025,789421,25891501,110,31-05-2025,02-06-2025,110,1,0,0
FMY530202501,17-05-2025,789202,25891501,202,31-05-2025,31-05-2025,202,1,0,0
FMY530622603,17-05-2025,789622,25891501,164,01-06-2025,04-06-2025,164,1,1,1
FMY531622501,17-05-2025,789622,25891501,121,31-05-2025,31-05-2025,115,0,1,0
FMY530503602,17-05-2025,789503,25891602,191,01-06-2025,02-06-2025,191,1,1,1
FJUN61503602,17-05-2025,789503,25891602,92,01-06-2025,03-06-2025,92,1,1,1
FJUN61202602,17-05-2025,789202,25891602,143,01-06-2025,01-06-2025,136,0,1,0
FMY530102602,17-05-2025,789102,25891602,148,01-06-2025,01-06-2025,148,1,0,0
FMY530703602,17-05-2025,789703,25891602,181,30-05-2025,30-05-2025,181,1,1,1
FMY531321603,17-05-2025,789321,25891602,57,31-05-2025,30-05-2025,57,1,1,1
FJUN61402602,17-05-2025,789402,25891602,120,01-06-2025,01-06-2025,120,1,0,0
FMY530121602,17-05-2025,789121,25891602,154,01-06-2025,01-06-2025,146,0,0,0
FMY530522602,17-05-2025,789522,25891602,189,31-05-2025,31-05-2025,170,0,0,0
FMY530622603,17-05-2025,789622,25891602,154,01-06-2025,02-06-2025,154,1,1,1
FMY531902602,17-05-2025,789902,25891602,91,30-05-2025,30-05-2025,91,1,0,0
FMY531603602,17-05-2025,789603,25891602,83,01-06-2025,01-06-2025,75,0,0,0
FJUN61122602,17-05-2025,789122,25891602,60,01-06-2025,01-06-2025,54,0,0,0
FMY531703101,17-05-2025,789703,25891101,317,30-05-2025,30-05-2025,317,1,0,0
FMY531203301,17-05-2025,789203,25891101,392,30-05-2025,30-05-2025,392,1,1,1
FJUN61902203,17-05-2025,789902,25891101,443,01-06-2025,02-06-2025,443,1,1,1
FMY530702401,17-05-2025,789702,25891101,359,31-05-2025,31-05-2025,323,0,1,0
FMY531702402,17-05-2025,789702,25891101,411,01-06-2025,02-06-2025,370,0,1,0
FMY530103101,17-05-2025,789103,25891101,370,31-05-2025,31-05-2025,333,0,1,0
FMY531421101,17-05-2025,789421,25891101,300,01-06-2025,01-06-2025,285,0,0,0
FMY530202202,17-05-2025,789202,25891101,392,31-05-2025,31-05-2025,392,1,1,1
FJUN61202602,17-05-2025,789202,25891101,466,31-05-2025,31-05-2025,466,1,1,1
FMY530403402,17-05-2025,789403,25891101,496,30-05-2025,29-05-2025,496,1,1,1
FMY530622603,17-05-2025,789622,25891101,403,30-05-2025,30-05-2025,403,1,1,1
FMY531422103,17-05-2025,789422,25891101,495,30-05-2025,30-05-2025,495,1,1,1
FJUN61422101,17-05-2025,789422,25891101,369,31-05-2025,30-05-2025,369,1,0,0
FMY531402202,17-05-2025,789402,25891101,365,30-05-2025,30-05-2025,365,1,1,1
FMY531603603,17-05-2025,789603,25891401,232,01-06-2025,02-06-2025,232,1,1,1
FMY530902603,17-05-2025,789902,25891401,388,30-05-2025,30-05-2025,388,1,1,1
FJUN61402401,17-05-2025,789402,25891401,229,31-05-2025,31-05-2025,206,0,1,0
FMY530622401,17-05-2025,789622,25891401,471,01-06-2025,01-06-2025,471,1,0,0
FMY530121401,17-05-2025,789121,25891401,409,01-06-2025,01-06-2025,409,1,0,0
FJUN61903603,17-05-2025,789903,25891401,440,30-05-2025,31-05-2025,418,0,1,0
FMY530702401,17-05-2025,789702,25891401,284,01-06-2025,01-06-2025,270,0,1,0
FMY531702402,17-05-2025,789702,25891401,381,01-06-2025,03-06-2025,343,0,1,0
FJUN61702401,17-05-2025,789702,25891401,457,30-05-2025,30-05-2025,457,1,1,1
FMY531522401,17-05-2025,789522,25891401,435,30-05-2025,30-05-2025,435,1,0,0
FMY530422402,17-05-2025,789422,25891401,333,01-06-2025,01-06-2025,333,1,1,1
FJUN61422401,17-05-2025,789422,25891401,271,30-05-2025,31-05-2025,271,1,1,1
FJUN61421501,17-05-2025,789421,25891401,409,01-06-2025,04-06-2025,368,0,0,0
FMY530221401,17-05-2025,789221,25891401,236,30-05-2025,30-05-2025,212,0,0,0
FJUN61221401,17-05-2025,789221,25891401,345,30-05-2025,02-06-2025,345,1,0,0
FMY531603603,17-05-2025,789603,25891603,170,30-05-2025,02-06-2025,170,1,1,1
FMY531403603,17-05-2025,789403,25891603,189,31-05-2025,02-06-2025,189,1,1,1
FMY530622603,17-05-2025,789622,25891603,97,01-06-2025,03-06-2025,78,0,1,0
FJUN61421603,17-05-2025,789421,25891603,78,31-05-2025,31-05-2025,78,1,1,1
FJUN61903603,17-05-2025,789903,25891603,135,30-05-2025,30-05-2025,128,0,1,0
FMY530902603,17-05-2025,789902,25891603,192,30-05-2025,30-05-2025,173,0,1,0
FMY531321603,17-05-2025,789321,25891603,104,01-06-2025,01-06-2025,104,1,1,1
FJUN61321603,17-05-2025,789321,25891603,69,31-05-2025,31-05-2025,69,1,0,0
FMY530402202,17-05-2025,789402,25891202,394,01-06-2025,02-06-2025,394,1,1,1
FMY531402202,17-05-2025,789402,25891202,199,01-06-2025,02-06-2025,199,1,1,1
FMY530902202,17-05-2025,789902,25891202,318,01-06-2025,01-06-2025,318,1,1,1
FMY530221401,17-05-2025,789221,25891202,297,01-06-2025,01-06-2025,297,1,0,0
FJUN61221502,17-05-2025,789221,25891202,206,31-05-2025,31-05-2025,206,1,1,1
FMY531903303,17-05-2025,789903,25891202,303,01-06-2025,01-06-2025,288,0,1,0
FMY530403402,17-05-2025,789403,25891202,200,01-06-2025,01-06-2025,200,1,1,1
FJUN61403301,17-05-2025,789403,25891202,452,01-06-2025,03-06-2025,452,1,1,1
FMY531721502,17-05-2025,789721,25891202,430,30-05-2025,01-06-2025,430,1,1,1
FMY530421202,17-05-2025,789421,25891202,133,30-05-2025,30-05-2025,120,0,0,0
FMY531421502,17-05-2025,789421,25891202,118,30-05-2025,30-05-2025,112,0,1,0
FMY530603503,17-05-2025,789603,25891202,335,31-05-2025,31-05-2025,335,1,1,1
FMY530621202,17-05-2025,789621,25891202,446,30-05-2025,30-05-2025,424,0,1,0
FMY531621403,17-05-2025,789621,25891202,124,01-06-2025,01-06-2025,124,1,1,1
FMY530202202,17-05-2025,789202,25891202,164,31-05-2025,31-05-2025,164,1,1,1
FMY531202303,17-05-2025,789202,25891202,222,01-06-2025,31-05-2025,222,1,1,1
FMY530121401,17-05-2025,789121,25891202,210,01-06-2025,01-06-2025,210,1,0,0
FJUN61721503,17-05-2025,789721,25891303,80,30-05-2025,31-05-2025,80,1,0,0
FMY531102303,17-05-2025,789102,25891303,99,30-05-2025,31-05-2025,99,1,1,1
FMY530421303,17-05-2025,789421,25891303,93,30-05-2025,30-05-2025,84,0,1,0
FMY530122303,17-05-2025,789122,25891303,97,30-05-2025,31-05-2025,78,0,1,0
FJUN61122303,17-05-2025,789122,25891303,73,31-05-2025,31-05-2025,66,0,0,0
FJUN61221502,17-05-2025,789221,25891303,57,01-06-2025,02-06-2025,57,1,1,1
FMY531202303,17-05-2025,789202,25891303,41,30-05-2025,30-05-2025,41,1,1,1
FMY530403303,17-05-2025,789403,25891303,61,30-05-2025,30-05-2025,55,0,0,0
FMY530902603,17-05-2025,789902,25891303,87,30-05-2025,01-06-2025,83,0,1,0
FMY531121303,17-05-2025,789121,25891303,58,30-05-2025,31-05-2025,58,1,0,0
FMY531903303,17-05-2025,789903,25891303,95,30-05-2025,30-05-2025,76,0,1,0
FMY530321301,17-05-2025,789321,25891301,75,31-05-2025,01-06-2025,75,1,1,1
FMY531203301,17-05-2025,789203,25891301,88,31-05-2025,01-06-2025,88,1,1,1
FMY530521301,17-05-2025,789521,25891301,58,01-06-2025,01-06-2025,58,1,0,0
FMY531521301,17-05-2025,789521,25891301,54,01-06-2025,03-06-2025,54,1,0,0
FJUN61521301,17-05-2025,789521,25891301,78,30-05-2025,30-05-2025,78,1,0,0
FJUN61221401,17-05-2025,789221,25891301,25,31-05-2025,03-06-2025,25,1,0,0
FMY531202301,17-05-2025,789202,25891301,36,31-05-2025,31-05-2025,36,1,1,1
FMY530903402,17-05-2025,789903,25891301,37,01-06-2025,01-06-2025,35,0,1,0
FMY530702401,17-05-2025,789702,25891301,49,31-05-2025,31-05-2025,47,0,1,0
FMY531702402,17-05-2025,789702,25891301,49,30-05-2025,31-05-2025,39,0,1,0
FMY531622501,17-05-2025,789622,25891301,38,30-05-2025,30-05-2025,38,1,1,1
FMY531303301,17-05-2025,789303,25891301,91,31-05-2025,31-05-2025,91,1,1,1
FJUN61403301,17-05-2025,789403,25891301,45,30-05-2025,30-05-2025,36,0,1,0
FMY530422501,17-05-2025,789422,25891301,40,31-05-2025,03-06-2025,40,1,0,0
FJUN61422301,17-05-2025,789422,25891301,85,30-05-2025,30-05-2025,85,1,0,0
FMY531603302,17-05-2025,789603,25891301,34,01-06-2025,01-06-2025,34,1,1,1
FJUN61603301,17-05-2025,789603,25891301,56,30-05-2025,30-05-2025,56,1,1,1
FMY531303301,17-05-2025,789303,25891102,471,31-05-2025,31-05-2025,471,1,1,1
FJUN61402401,17-05-2025,789402,25891102,402,30-05-2025,01-06-2025,402,1,1,1
FJUN61622102,17-05-2025,789622,25891102,439,30-05-2025,30-05-2025,439,1,1,1
FJUN61121501,17-05-2025,789121,25891102,493,01-06-2025,03-06-2025,468,0,0,0
FJUN61902203,17-05-2025,789902,25891102,321,31-05-2025,31-05-2025,321,1,1,1
FMY530503602,17-05-2025,789503,25891102,311,01-06-2025,02-06-2025,311,1,1,1
FMY531503503,17-05-2025,789503,25891102,487,31-05-2025,31-05-2025,463,0,1,0
FMY530321301,17-05-2025,789321,25891102,337,31-05-2025,30-05-2025,337,1,1,1